lemma,Count,part_of_speech,hyponyms
socialising,11,verb,entertain;fraternize;hobnob;swing
socialism,9,noun,fabianism;guild socialism;utopian socialism|communism;international;nazism
socialist,9,noun,collectivist;communist;fabian;internationalist;menshevik
socialist economy,17,noun,communism;international;nazism
sociality,9,noun,sociability
socialization,13,noun,breeding;cultivation
socialize,9,verb,entertain;fraternize;hobnob;swing
socialized,10,verb,entertain;fraternize;hobnob;swing
socializing,11,verb,entertain;fraternize;hobnob;swing
society,7,noun,civilization;culture;open society;tribal society|athenaeum;bookclub;chapter;chess club;country club;fraternity;glee club;golf club;hunt;investors club;jockey club;racket club;rowing club;service club;slate club;sorority;turnverein;yacht club|freemasonry
socio-economic class,20,noun,age class;agriculture;booboisie;brotherhood;caste;caste;center;commonalty;craft;demimonde;estate of the realm;firing line;immigrant class;labor;lower class;market;middle class;ninja;old school;peasantry;underworld;upper class;womanhood;world;yeomanry
sociologist,11,noun,demographer;psephologist
sociology,9,noun,criminology;demography;psephology;sociometry
sock,4,noun,anklet;argyle;athletic sock;knee-high;tabi
socket,6,noun,acetabulum;hip socket;tooth socket|electric socket
sod,3,noun,divot
sodbuster,9,noun,agriculturist;beekeeper;contadino;dairyman;forester;planter;rancher;small farmer;smallholder;sower;stockman;tenant farmer;tiller
sodium chloride,15,noun,halite
sodium hypochlorite,19,noun,javelle water
sofa,4,noun,convertible;daybed;divan;love seat;settee;squab
sofa bed,8,noun,davenport;studio couch
soft coal,9,noun,cannel coal;sea coal
soft drink,10,noun,birch beer;bitter lemon;cola;cream soda;egg cream;ginger ale;orange soda;phosphate;pop;root beer;sarsaparilla;tonic
soft drug,9,noun,bhang;cannabis;hashish
soft goods,10,noun,haberdashery;white goods
soft rot,8,noun,leak
soft scale,10,noun,brown soft scale
soft spot,9,noun,achilles' heel;jugular;underbelly|anterior fontanelle;sphenoid fontanelle
softback,8,noun,pocketbook
softback book,13,noun,pocketbook
soft-cover,10,noun,pocketbook
soft-cover book,15,noun,pocketbook
soften,6,verb,muffle|dampen;deafen|truckle|macerate;mellow;mollify|macerate;mellow
softened,8,verb,muffle|dampen;deafen|truckle|macerate;mellow;mollify|macerate;mellow
softener,8,noun,conditioner;plasticizer;water softener
softening,9,noun,maceration
softening,9,verb,muffle|dampen;deafen|truckle|macerate;mellow;mollify|macerate;mellow
soft-finned fish,16,noun,anchovy;argentine;beaked salmon;bonefish;catfish;clupeid fish;cypriniform fish;eel;gadoid;greeneye;handsaw fish;lancetfish;lanternfish;lizardfish;new world opah;oarfish;opah;ostariophysi;ribbonfish;salmonid;smelt;tarpon;whitefish
softness,8,noun,compressibility;downiness;flabbiness;mushiness|disability;infirmity|decrescendo;faintness;piano|dimness;vagueness|emasculation
soft-shelled turtle,19,noun,smooth softshell;spiny softshell
software,8,noun,alpha software;authoring language;beta software;compatible software;compatible software;computer-aided design;database management system;freeware;groupware;operating system;program;routine;shareware;shrink-wrapped software;software documentation;spyware;supervisory software;upgrade
software engineer,17,noun,cracker;hacker;hacker
software error,14,noun,semantic error;syntax error
software package,16,noun,alpha software;authoring language;beta software;compatible software;compatible software;computer-aided design;database management system;freeware;groupware;operating system;program;routine;shareware;shrink-wrapped software;software documentation;spyware;supervisory software;upgrade
software program,16,noun,alpha software;authoring language;beta software;compatible software;compatible software;computer-aided design;database management system;freeware;groupware;operating system;program;routine;shareware;shrink-wrapped software;software documentation;spyware;supervisory software;upgrade
software system,15,noun,alpha software;authoring language;beta software;compatible software;compatible software;computer-aided design;database management system;freeware;groupware;operating system;program;routine;shareware;shrink-wrapped software;software documentation;spyware;supervisory software;upgrade
softwood,8,noun,pulpwood
soil,4,noun,alluvial soil;bog soil;bole;caliche;clay;clunch;desert soil;fuller's earth;gilgai soil;gumbo;humus;indian red;indurated clay;laterite;loam;loess;marl;mold;mud;podzol;prairie soil;regosol;residual soil;sand;sedimentary clay;silt;subsoil;till;topsoil;tundra soil;wiesenboden|badlands;bottomland;coastland;cultivated land;overburden;permafrost;polder;rangeland;scablands;turf;wetland
soil,4,verb,blemish;crock;foul;mire;muddy;pollute;slime;smear;splash
soil erosion,12,noun,washout
soiled,6,verb,blemish;crock;foul;mire;muddy;pollute;slime;smear;splash
soiling,7,noun,contamination;staining
soiling,7,verb,blemish;crock;foul;mire;muddy;pollute;slime;smear;splash
soilure,7,noun,contamination;staining
soiree,6,noun,musical soiree
solace,6,noun,cold comfort;silver lining
solace,6,verb,calm;still
solacement,10,noun,cold comfort;silver lining
solanaceous vegetable,21,noun,eggplant;pepper;potato;tomatillo;tomato
solanum nigrum,14,noun,garden huckleberry
solar calendar,14,noun,gregorian calendar;julian calendar;revolutionary calendar
solar day,9,noun,date;date;eve;morrow;today;tomorrow;yesterday
solar eclipse,13,noun,annular eclipse
solar radiation,15,noun,insolation;solar flare;solar prominence;solar wind
sold,4,verb,auction;bootleg;clear;deaccession;dispose;dump;foist off;move;negociate;prostitute;realize;remainder;resell;retail;sacrifice;scalp;sell off;sell short;syndicate;undersell;wholesale|retail;trade|black marketeer;deal;market;peddle;push;pyramid|double cross
solder,6,noun,hard solder;silver solder;soft solder
solder,6,verb,braze;dip solder;soft-solder
soldering,9,verb,braze;dip solder;soft-solder
soldier,7,noun,anzac;cannon fodder;cavalryman;cavalryman;color bearer;confederate soldier;flanker;goldbrick;green beret;guardsman;gurkha;highlander;infantryman;janissary;jawan;legionnaire;man-at-arms;marine;militiaman;orderly;paratrooper;peacekeeper;pistoleer;poilu;point man;ranker;redcoat;regular;reservist;rifleman;section eight;tanker;territorial;unknown soldier;uriah;wac
soldier of fortune,18,noun,ninja
soldiery,8,noun,cavalry;friendly;garrison;hostile
sole,4,noun,half sole;insole;outsole|grey sole;lemon sole|english sole;european sole;hogchoker;lemon sole;sand sole
solemnity,9,noun,earnestness
solfa syllable,14,noun,do;fa;la;mi;re;sol;ti
solicit,7,verb,canvass;lobby;quest|chase;display
solicitation,12,noun,beggary;importunity;touch|whip-round
solicitor,9,noun,fundraiser|law agent
solid,5,noun,crystal;dry ice;food;glass;plastic;powder;precipitate;vitrification|block;cast;concave shape;convex shape;cylinder;frustum;ovoid;polyhedron;toroid
solid body substance,20,noun,cementum;enamel;node;scab
solid figure,12,noun,sculpture
solid food,10,noun,baked goods;breakfast food;butter;cheese;chocolate;coconut;convenience food;dika bread;fish;fresh food;health food;junk food;leftovers;loaf;meat;pasta;produce;seafood;slop;yogurt
solid ground,12,noun,archipelago;beachfront;cape;coastal plain;floor;foreland;forest;island;isthmus;landmass;mainland;neck;oxbow;peninsula;plain;slash;wonderland
solid solution,14,noun,austenite;double salt;ferrite;martensite
solidification,14,noun,congealment
solidified,10,verb,concrete;consolidate|consolidate;crystallize;freeze;jell
solidify,8,verb,concrete;consolidate|consolidate;crystallize;freeze;jell
solidifying,11,noun,congealment
solidifying,11,verb,concrete;consolidate|consolidate;crystallize;freeze;jell
solidity,8,noun,compactness;impermeability
solidness,9,noun,compactness;impermeability
solitaire,9,noun,canfield;klondike;russian bank
solitariness,12,noun,friendlessness;reclusiveness
solmisation,11,noun,tonic solfa
solmization,11,noun,tonic solfa
solo,4,noun,voluntary
soloist,7,noun,recitalist
solomon's-seal,14,noun,great solomon's-seal
solon,5,noun,elder statesman;founding father;stateswoman
solstice,8,noun,summer solstice;winter solstice
solution,8,noun,aqueous solution;bleach liquor;brine;buffer solution;chlorine water;collodion;conjugate solution;dilution;electrolyte;eluate;fehling's solution;formalin;gargle;gram's solution;infusion;injection;isotonic solution;liquid bleach;sap;solid solution;spirits of ammonia;toner|denouement|silver bullet
solve,5,verb,answer;answer;break;guess;riddle;strike|factorize
solved,6,verb,answer;answer;break;guess;riddle;strike|factorize
solvent,7,noun,acetone;alkahest;carbolic acid;carbon tetrachloride;chlorobenzene;hexane;menstruum;naphtha;remover;toluene;xylene|denouement
solving,7,verb,answer;answer;break;guess;riddle;strike|factorize
soma,4,noun,adult body;female body;juvenile body;male body;person
somaesthesia,12,noun,feeling;pain;pressure;prickling;temperature|kinesthesia;tactual sensation
somaesthesis,12,noun,kinesthesia;tactual sensation
somalian monetary unit,22,noun,somalian shilling
somataesthesis,14,noun,kinesthesia;tactual sensation
somatesthesia,13,noun,feeling;pain;pressure;prickling;temperature|kinesthesia;tactual sensation
somatic cell,12,noun,blood cell;bone cell;epithelial cell;fat cell;hybridoma;mast cell;muscle cell;neoplastic cell;nerve cell;neurogliacyte;phagocyte;schwann cell;skin cell;stem cell;target cell;visual cell
somatic cell nuclear transfer,29,noun,therapeutic cloning
somatic cell nuclear transplantation,36,noun,therapeutic cloning
somatic sensation,17,noun,feeling;pain;pressure;prickling;temperature
somatic sense,13,noun,kinesthesia;tactual sensation
somatic sensory system,22,noun,kinesthesia;tactual sensation
somatosense,11,noun,kinesthesia;touch
somatosensory system,20,noun,kinesthesia;tactual sensation
somatotrophic hormone,21,noun,protropin
somatotrophin,13,noun,protropin
somatotropic hormone,20,noun,protropin
somatotropin,12,noun,protropin
somatotype,10,noun,asthenic type;athletic type;endomorphy
somberness,10,noun,stodginess
sombreness,10,noun,stodginess
somebody,8,noun,abator;abjurer;abomination;abstainer;achiever;acquaintance;acquirer;active;actor;adjudicator;admirer;adoptee;adult;adventurer;adversary;advisee;advocate;affiant;african;agnostic;amateur;amerindian;ancient;anomaly;anti-american;anti;applicant;appointee;appreciator;apprehender;aquarius;archaist;aries;arrogator;assessee;asthmatic;authority;autodidact;baby boomer;baby buster;bad guy;bad person;baldhead;balker;bather;beard;bedfellow;bereaved;best;birth;biter;black;blogger;blond;bluecoat;bodybuilder;bomber;brunet;bullfighter;buster;cancer;candidate;capitalist;capricorn;captor;case;cashier;celebrant;censor;chameleon;changer;charmer;child;chutzpanik;closer;clumsy person;collector;color-blind person;combatant;commoner;communicator;complexifier;compulsive;computer user;contemplative;contestant;convert;copycat;counter;counterterrorist;coward;crawler;creator;creature;creditor;cripple;dancer;dead person;deaf person;debaser;debtor;defecator;delayer;deliverer;demander;dieter;differentiator;disentangler;disputant;dissenter;divider;domestic partner;double;dresser;dribbler;drug user;dyslectic;ectomorph;effecter;elizabethan;emotional person;endomorph;engineer;enjoyer;enrollee;entertainer;ethnic;experimenter;expert;explorer;extrovert;face;faddist;faller;fastener;female;fiduciary;first-rater;follower;free agent;friend;fugitive;gainer;gainer;gambler;gatekeeper;gatherer;gemini;gentile;good guy;good person;granter;greeter;grinner;groaner;grunter;guesser;handicapped person;hater;heterosexual;homosexual;homunculus;hope;hoper;huddler;hugger;immune;individualist;inhabitant;innocent;insured;intellectual;interpreter;introvert;jat;jew;jewel;jumper;junior;juvenile;killer;kink;kneeler;knocker;knower;large person;latin;laugher;leader;learner;left-hander;leo;libra;life;lightning rod;linguist;literate;liver;longer;loose cannon;loved one;lover;machine;mailer;malcontent;male;man;man jack;manipulator;married;masturbator;measurer;mesomorph;mestizo;middlebrow;miracle man;misogamist;mixed-blood;modern;money handler;monolingual;mother hen;mouse;mutilator;namer;namesake;national;native;native;neglecter;neighbor;neutral;nondescript;nonmember;nonparticipant;nonpartisan;nonperson;nonreligious person;nonresident;nonsmoker;nonworker;nude;nurser;occultist;optimist;orphan;ostrich;ouster;outcaste;outdoorsman;owner;pamperer;pansexual;pardoner;partner;party;passer;peer;perceiver;percher;person of color;personage;personification;perspirer;philosopher;picker;pisces;pisser;planner;player;posturer;powderer;precursor;preserver;primitive;propositus;public relations person;pursuer;pussycat;quarter;quitter;radical;realist;rectifier;redhead;registrant;relative;reliever;religious person;repeater;rescuer;rester;restrainer;revenant;rich person;right-hander;riser;romper;roundhead;ruler;rusher;sagittarius;scientist;scorpio;scratcher;second-rater;seeder;seeker;segregate;self;sensualist;sentimentalist;sex object;sex symbol;shaker;showman;signer;simpleton;six-footer;skidder;slav;slave;slave;sleepyhead;sloucher;small person;smasher;smiler;sneezer;sniffer;sniffler;snuffer;snuffler;socializer;sort;sounding board;sphinx;spitter;sport;sprawler;spurner;squinter;stifler;stigmatic;stooper;stranger;struggler;subject;supernumerary;surrenderer;survivalist;survivor;suspect;tagger;tagger;tapper;taurus;tempter;termer;terror;testator;thin person;third-rater;thrower;tiger;totemist;toucher;transfer;transsexual;transvestite;traveler;trier;turner;tyrant;undoer;unfortunate;unskilled person;unwelcome person;user;vanisher;victim;victorian;virgo;visionary;visually impaired person;waiter;waker;walk-in;wanter;ward;warrior;watcher;weakling;weasel;white;wiggler;winker;withholder;witness;worker;worldling;yawner
someone,7,noun,abator;abjurer;abomination;abstainer;achiever;acquaintance;acquirer;active;actor;adjudicator;admirer;adoptee;adult;adventurer;adversary;advisee;advocate;affiant;african;agnostic;amateur;amerindian;ancient;anomaly;anti-american;anti;applicant;appointee;appreciator;apprehender;aquarius;archaist;aries;arrogator;assessee;asthmatic;authority;autodidact;baby boomer;baby buster;bad guy;bad person;baldhead;balker;bather;beard;bedfellow;bereaved;best;birth;biter;black;blogger;blond;bluecoat;bodybuilder;bomber;brunet;bullfighter;buster;cancer;candidate;capitalist;capricorn;captor;case;cashier;celebrant;censor;chameleon;changer;charmer;child;chutzpanik;closer;clumsy person;collector;color-blind person;combatant;commoner;communicator;complexifier;compulsive;computer user;contemplative;contestant;convert;copycat;counter;counterterrorist;coward;crawler;creator;creature;creditor;cripple;dancer;dead person;deaf person;debaser;debtor;defecator;delayer;deliverer;demander;dieter;differentiator;disentangler;disputant;dissenter;divider;domestic partner;double;dresser;dribbler;drug user;dyslectic;ectomorph;effecter;elizabethan;emotional person;endomorph;engineer;enjoyer;enrollee;entertainer;ethnic;experimenter;expert;explorer;extrovert;face;faddist;faller;fastener;female;fiduciary;first-rater;follower;free agent;friend;fugitive;gainer;gainer;gambler;gatekeeper;gatherer;gemini;gentile;good guy;good person;granter;greeter;grinner;groaner;grunter;guesser;handicapped person;hater;heterosexual;homosexual;homunculus;hope;hoper;huddler;hugger;immune;individualist;inhabitant;innocent;insured;intellectual;interpreter;introvert;jat;jew;jewel;jumper;junior;juvenile;killer;kink;kneeler;knocker;knower;large person;latin;laugher;leader;learner;left-hander;leo;libra;life;lightning rod;linguist;literate;liver;longer;loose cannon;loved one;lover;machine;mailer;malcontent;male;man;man jack;manipulator;married;masturbator;measurer;mesomorph;mestizo;middlebrow;miracle man;misogamist;mixed-blood;modern;money handler;monolingual;mother hen;mouse;mutilator;namer;namesake;national;native;native;neglecter;neighbor;neutral;nondescript;nonmember;nonparticipant;nonpartisan;nonperson;nonreligious person;nonresident;nonsmoker;nonworker;nude;nurser;occultist;optimist;orphan;ostrich;ouster;outcaste;outdoorsman;owner;pamperer;pansexual;pardoner;partner;party;passer;peer;perceiver;percher;person of color;personage;personification;perspirer;philosopher;picker;pisces;pisser;planner;player;posturer;powderer;precursor;preserver;primitive;propositus;public relations person;pursuer;pussycat;quarter;quitter;radical;realist;rectifier;redhead;registrant;relative;reliever;religious person;repeater;rescuer;rester;restrainer;revenant;rich person;right-hander;riser;romper;roundhead;ruler;rusher;sagittarius;scientist;scorpio;scratcher;second-rater;seeder;seeker;segregate;self;sensualist;sentimentalist;sex object;sex symbol;shaker;showman;signer;simpleton;six-footer;skidder;slav;slave;slave;sleepyhead;sloucher;small person;smasher;smiler;sneezer;sniffer;sniffler;snuffer;snuffler;socializer;sort;sounding board;sphinx;spitter;sport;sprawler;spurner;squinter;stifler;stigmatic;stooper;stranger;struggler;subject;supernumerary;surrenderer;survivalist;survivor;suspect;tagger;tagger;tapper;taurus;tempter;termer;terror;testator;thin person;third-rater;thrower;tiger;totemist;toucher;transfer;transsexual;transvestite;traveler;trier;turner;tyrant;undoer;unfortunate;unskilled person;unwelcome person;user;vanisher;victim;victorian;virgo;visionary;visually impaired person;waiter;waker;walk-in;wanter;ward;warrior;watcher;weakling;weasel;white;wiggler;winker;withholder;witness;worker;worldling;yawner
somersault,10,noun,flip-flop
somersaulting,13,noun,flip-flop
somerset,8,noun,flip-flop
somesthesia,11,noun,feeling;pain;pressure;prickling;temperature|kinesthesia;tactual sensation
somesthesis,11,noun,kinesthesia;tactual sensation
somnolence,10,noun,oscitancy
son,3,noun,junior;mother's boy
sonata,6,noun,piano sonata;sonatina;symphony
song,4,noun,anthem;aria;ballad;barcarole;dirge;ditty;drinking song;folk song;lied;love song;lullaby;oldie;partsong;prothalamion;religious song;roundelay;scolion;serenade;torch song;work song|carol;lullaby|bell-like call;two-note call
songbook,8,noun,hymnal
songster,8,noun,songstress
sonnet,6,noun,petrarchan sonnet;shakespearean sonnet;spenserian sonnet
sonograph,9,noun,echocardiograph;echoencephalograph
sonography,10,noun,a-scan ultrasonography;b-scan ultrasonography
soothe,6,verb,calm;still
soothing,8,verb,calm;still
soothsayer,10,noun,astrologer;fortuneteller
soothsaying,11,noun,arithmancy;dowse;geomancy;hydromancy;lithomancy;necromancy;oneiromancy;onomancy;palmistry;pyromancy
sop,3,noun,lockstep
sop,3,verb,bate;bedraggle;brine;ret;sluice
sop up,6,verb,blot;sponge up;wipe up
sophisticate,12,noun,cosmopolitan;slicker
sophistication,14,noun,disenchantment
soporific,9,noun,narcoleptic;sleeping pill
sopping,7,verb,bate;bedraggle;brine;ret;sluice
soprano,7,noun,coloratura;mezzo-soprano
sops,4,noun,lockstep
sops,4,verb,bate;bedraggle;brine;ret;sluice
sorb,4,verb,absorb;adsorb;chemisorb
sorb apple,10,noun,wild service tree
sorb apple tree,15,noun,wild service tree
sorbate,7,noun,absorbate;adsorbate
sorbed,6,verb,absorb;adsorb;chemisorb
sorbent,7,noun,absorbent material;adsorbent
sorbent material,16,noun,absorbent material;adsorbent
sorbus domestica,16,noun,wild service tree
sorcerer,8,noun,enchanter;exorcist;magus;sorceress;witch doctor
sorceress,9,noun,circe
sorcery,7,noun,diabolism;enchantment;obiism;witchcraft
sore,4,noun,blain;chancre;fester;gall
sore throat,11,noun,streptococcal sore throat
soreness,8,noun,chafe;chafing;rebound tenderness
sorghum,7,noun,broomcorn;grain sorghum;great millet;johnson grass;sorgo
sorption,8,noun,absorption;adsorption
sorrel,6,noun,bermuda buttercup;common wood sorrel;creeping oxalis;goatsfoot;oca;violet wood sorrel|bitter dock;french sorrel;sheep sorrel;sour dock
sorrow,6,noun,broken heart;grief;mournfulness;self-pity|attrition;compunction|mourning;poignance
sorrow,6,verb,feel for;mourn
sorrower,8,noun,pallbearer;wailer;weeper
sorrowfulness,13,noun,mourning;poignance|plaintiveness;woe
sorrowing,9,verb,feel for;mourn
sort,4,noun,antitype;art form;brand;color;description;flavor;genre;genus;like;like;manner;model;species;stripe;style;type
sort,4,verb,catalogue;count;dichotomize;grade;group;isolate;pigeonhole;reclassify;refer;size;unitize
sort out,8,verb,catalogue;count;dichotomize;grade;group;isolate;pigeonhole;reclassify;refer;size;unitize
sorted,6,verb,catalogue;count;dichotomize;grade;group;isolate;pigeonhole;reclassify;refer;size;unitize
sorter,6,noun,mailsorter
sorting,7,noun,appraisal;attribution;attribution;coordination;cross-classification;subsumption|separation;triage
sorting,7,verb,catalogue;count;dichotomize;grade;group;isolate;pigeonhole;reclassify;refer;size;unitize
sot,3,noun,alcoholic
sotho,5,noun,sesotho;tswana
souffle,7,noun,cheese souffle
sought,6,verb,bid;quest|browse;divine;dredge;feel;finger;fish;gather;grope;grub;hunt;leave no stone unturned;quest for;scour;seek out;shop;want|endeavor;fight;gamble;give it a whirl;grope;have a go;risk;take a dare
soul,4,noun,ghost|abator;abjurer;abomination;abstainer;achiever;acquaintance;acquirer;active;actor;adjudicator;admirer;adoptee;adult;adventurer;adversary;advisee;advocate;affiant;african;agnostic;amateur;amerindian;ancient;anomaly;anti-american;anti;applicant;appointee;appreciator;apprehender;aquarius;archaist;aries;arrogator;assessee;asthmatic;authority;autodidact;baby boomer;baby buster;bad guy;bad person;baldhead;balker;bather;beard;bedfellow;bereaved;best;birth;biter;black;blogger;blond;bluecoat;bodybuilder;bomber;brunet;bullfighter;buster;cancer;candidate;capitalist;capricorn;captor;case;cashier;celebrant;censor;chameleon;changer;charmer;child;chutzpanik;closer;clumsy person;collector;color-blind person;combatant;commoner;communicator;complexifier;compulsive;computer user;contemplative;contestant;convert;copycat;counter;counterterrorist;coward;crawler;creator;creature;creditor;cripple;dancer;dead person;deaf person;debaser;debtor;defecator;delayer;deliverer;demander;dieter;differentiator;disentangler;disputant;dissenter;divider;domestic partner;double;dresser;dribbler;drug user;dyslectic;ectomorph;effecter;elizabethan;emotional person;endomorph;engineer;enjoyer;enrollee;entertainer;ethnic;experimenter;expert;explorer;extrovert;face;faddist;faller;fastener;female;fiduciary;first-rater;follower;free agent;friend;fugitive;gainer;gainer;gambler;gatekeeper;gatherer;gemini;gentile;good guy;good person;granter;greeter;grinner;groaner;grunter;guesser;handicapped person;hater;heterosexual;homosexual;homunculus;hope;hoper;huddler;hugger;immune;individualist;inhabitant;innocent;insured;intellectual;interpreter;introvert;jat;jew;jewel;jumper;junior;juvenile;killer;kink;kneeler;knocker;knower;large person;latin;laugher;leader;learner;left-hander;leo;libra;life;lightning rod;linguist;literate;liver;longer;loose cannon;loved one;lover;machine;mailer;malcontent;male;man;man jack;manipulator;married;masturbator;measurer;mesomorph;mestizo;middlebrow;miracle man;misogamist;mixed-blood;modern;money handler;monolingual;mother hen;mouse;mutilator;namer;namesake;national;native;native;neglecter;neighbor;neutral;nondescript;nonmember;nonparticipant;nonpartisan;nonperson;nonreligious person;nonresident;nonsmoker;nonworker;nude;nurser;occultist;optimist;orphan;ostrich;ouster;outcaste;outdoorsman;owner;pamperer;pansexual;pardoner;partner;party;passer;peer;perceiver;percher;person of color;personage;personification;perspirer;philosopher;picker;pisces;pisser;planner;player;posturer;powderer;precursor;preserver;primitive;propositus;public relations person;pursuer;pussycat;quarter;quitter;radical;realist;rectifier;redhead;registrant;relative;reliever;religious person;repeater;rescuer;rester;restrainer;revenant;rich person;right-hander;riser;romper;roundhead;ruler;rusher;sagittarius;scientist;scorpio;scratcher;second-rater;seeder;seeker;segregate;self;sensualist;sentimentalist;sex object;sex symbol;shaker;showman;signer;simpleton;six-footer;skidder;slav;slave;slave;sleepyhead;sloucher;small person;smasher;smiler;sneezer;sniffer;sniffler;snuffer;snuffler;socializer;sort;sounding board;sphinx;spitter;sport;sprawler;spurner;squinter;stifler;stigmatic;stooper;stranger;struggler;subject;supernumerary;surrenderer;survivalist;survivor;suspect;tagger;tagger;tapper;taurus;tempter;termer;terror;testator;thin person;third-rater;thrower;tiger;totemist;toucher;transfer;transsexual;transvestite;traveler;trier;turner;tyrant;undoer;unfortunate;unskilled person;unwelcome person;user;vanisher;victim;victorian;virgo;visionary;visually impaired person;waiter;waker;walk-in;wanter;ward;warrior;watcher;weakling;weasel;white;wiggler;winker;withholder;witness;worker;worldling;yawner
sound,5,noun,noisiness;ring;unison;voice|dub;music;music;noise;tone|ultrasound|beat;beep;bell;bong;buzz;chink;chirp;chirrup;chorus;click-clack;clip-clop;cry;ding;drip;drum;footfall;gargle;gurgle;jingle;knock;mutter;noise;paradiddle;pat;patter;peal;ping;plunk;pop;purr;quack;quaver;ring;rub-a-dub;sigh;skirl;song;strum;susurration;swish;tapping;throbbing;thrum;thump;thunk;tick;ting;toot;tootle;trample;twang;vibrato;voice;vroom;whack;whir;whistle;whiz;zing;zizz|consonant;orinasal phone;phoneme;semivowel;sonant;vowel|narrow
sound,5,verb,bang;bleep;blow;blow;boom;boom;buzz;chatter;chime;chug;clang;clangor;clank;click;clop;crack;crash;drone;drum;glug;guggle;gurgle;honk;hum;lap;make noise;patter;ping;pink;pop;rattle;resonate;resound;ring;ripple;roll;rumble;rustle;skirl;snap;snarl;splash;splat;squelch;tap;thud;tick;ting;tinkle;trump;twang;tweet;whish;whistle;whistle;whizz|cackel;dissonate;pierce;play;speak|chirk;quaver|blow;clink;gong;play;pop;prepare;ring;strum;ting;twang
sound alphabet,14,noun,visible speech
sound judgement,15,noun,objectivity;subjectivity
sound judgment,14,noun,objectivity;subjectivity
sound law,9,noun,grimm's law;verner's law
sound off,9,verb,editorialize|backbite;bleat;deplore;gripe;grouch;murmur;nag;protest;rail;repine;report;whine
sound out,9,verb,aspirate;click;devoice;drawl;explode;flap;lilt;lisp;mispronounce;nasalize;nasalize;palatalize;raise;retroflex;roll;round;sibilate;stress;subvocalize;syllabize;trill;twang;vocalize;voice
sound perception,16,noun,musical perception;speech perception
sound property,14,noun,dissonance;harmony;musicality;pitch;registration;rhythmicity;silence;softness;sound;timbre;volume
sound recording,15,noun,audiotape;phonograph record;soundtrack;talking book
sound reflection,16,noun,re-echo
sound reproduction,18,noun,high fidelity;playback
sound spectrum,14,noun,speech spectrum
sound structure,15,noun,affixation
sound system,12,noun,recording system;reproducer
sound unit,10,noun,bel;decibel;phon;sone
sound wave,10,noun,air wave
sounding,8,verb,bang;bleep;blow;blow;boom;boom;buzz;chatter;chime;chug;clang;clangor;clank;click;clop;crack;crash;drone;drum;glug;guggle;gurgle;honk;hum;lap;make noise;patter;ping;pink;pop;rattle;resonate;resound;ring;ripple;roll;rumble;rustle;skirl;snap;snarl;splash;splat;squelch;tap;thud;tick;ting;tinkle;trump;twang;tweet;whish;whistle;whistle;whizz|cackel;dissonate;pierce;play;speak|chirk;quaver|blow;clink;gong;play;pop;prepare;ring;strum;ting;twang
soundlessness,13,noun,noiselessness
soundness,9,noun,airworthiness;seaworthiness|advisability;reasonableness
soundtrack,10,noun,dubbing;laugh track
soup,4,noun,alphabet soup;bisque;borsch;broth;broth;chicken soup;chowder;cock-a-leekie;consomme;eggdrop soup;gazpacho;green pea soup;gumbo;julienne;lentil soup;marmite;mock turtle soup;mulligatawny;oxtail soup;pea soup;pepper pot;petite marmite;potage;scotch broth;soup du jour;split-pea soup;turtle soup;vichyssoise;won ton
soupcon,7,noun,snuff
soupiness,9,noun,corn;schmaltz;sentimentalism
sour,4,noun,whiskey sour|acidity|acerbity;vinegariness
sour cherry,11,noun,amarelle;marasca;morello|amarelle;morello
sour cherry tree,16,noun,amarelle;marasca;morello
sour grass,10,noun,bitter dock;french sorrel;sheep sorrel;sour dock
source,6,noun,birthplace;derivation;fountainhead;headwater;home;jumping-off place;point source;spring;trail head;wellhead|source materials;well|muse;taproot|golconda;goldmine|informer;leaker;passive source;whistle blower|coiner|origin
source,6,verb,outsource
source language,15,noun,application-oriented language;command language
source of illumination,22,noun,lamp;light;ultraviolet lamp
sourness,8,noun,acidity|acerbity;vinegariness
sousaphone,10,noun,euphonium;helicon
souse,5,verb,bate;bedraggle;brine;ret;sluice|dabble;dip;sop
soused,6,verb,bate;bedraggle;brine;ret;sluice|dabble;dip;sop
sousing,7,verb,bate;bedraggle;brine;ret;sluice|dabble;dip;sop
south,5,noun,alabama
south african,13,noun,afrikaner
south african monetary unit,27,noun,rand
south american,14,noun,argentinian;bolivian;brazilian;chilean;colombian;ecuadorian;guyanese;paraguayan;peruvian;salvadoran;uruguayan;venezuelan
south american indian,21,noun,guarani;maraco;quechua;tupi
south dravidian,15,noun,irula;kannada;kota;malayalam;tamil;toda;tulu
south korean monetary unit,26,noun,chon;south korean won
south-central dravidian,23,noun,gondi;kui;kuvi;manda;pengo;savara;telugu
southern beech,14,noun,black beech;coigue;hard beech;myrtle beech;new zealand beech;rauli beech;roble beech
southerner,10,noun,confederate;good old boy
souvenir,8,noun,love-token;party favor
sovereign,9,noun,capetian;carolingian;czar;emperor;king;merovingian;shah
sovereignty,11,noun,scepter
sovietism,9,noun,revisionism;revisionism
sow,3,verb,broadcast;inseminate;scatter
sow thistle,11,noun,milkweed
sown,4,verb,broadcast;inseminate;scatter
soy,3,noun,field soybean
soya,4,noun,field soybean
soya bean,9,noun,field soybean
soybean,7,noun,field soybean
spa,3,noun,fat farm
